DPS310_temp,DPS310_pres,BH1750_lx,RPR0521RS_lx,RPR0521RS_inf,SCD41_co2,SCD41_temp,SCD41_humidity
22.12,992.77,73.01,79.22,14.16,2591,21.89,73.94
22.12,992.78,72.44,78.76,14.08,2591,21.89,73.95
22.12,992.78,72.44,78.76,14.08,2590,21.89,73.95
22.12,992.79,72.44,78.76,14.07,2590,21.90,73.93
22.12,992.79,72.44,78.76,14.07,2589,21.88,73.93
22.12,992.80,72.44,78.73,14.07,2590,21.90,73.95
22.12,992.80,72.44,78.75,14.07,2588,21.87,73.95
22.12,992.81,72.44,78.94,14.11,2588,21.88,73.94
22.13,992.81,73.46,79.42,14.19,2589,21.88,73.90
22.13,992.82,73.46,79.42,14.18,2589,21.87,73.90
22.12,992.82,73.01,78.95,14.11,2587,21.87,73.92
22.12,992.83,73.01,78.93,14.11,2586,21.88,73.94
22.12,992.83,73.01,78.94,14.11,2586,21.91,73.94
22.12,992.84,73.01,78.94,14.11,2587,21.87,73.95
22.13,992.84,73.01,78.93,14.11,2587,21.88,73.95
22.12,992.85,73.01,78.93,14.11,2588,21.88,73.92
22.11,992.85,73.01,79.00,14.13,2588,21.87,73.91
22.13,992.85,73.46,79.42,14.20,2591,21.88,73.92
22.13,992.87,73.46,79.41,14.19,2593,21.88,73.99
22.12,992.86,73.01,79.14,14.14,2594,21.90,73.95
22.11,992.86,73.01,78.94,14.11,2594,21.89,73.94
22.13,992.87,73.01,78.94,14.11,2593,21.88,73.89
22.12,992.87,73.01,78.94,14.11,2593,21.90,73.92
22.12,992.87,73.01,78.95,14.11,2593,21.89,73.91
22.12,992.87,73.01,78.94,14.11,2591,21.89,73.91
22.12,992.88,73.12,78.95,14.11,2591,21.88,73.92
22.13,992.88,73.46,79.44,14.18,2591,21.90,73.91
22.13,992.89,73.57,79.38,14.20,2591,21.89,73.88
22.12,992.89,73.01,78.91,14.10,2590,21.88,73.92
22.13,992.89,73.01,78.93,14.11,2591,21.89,73.89
22.13,992.89,73.01,78.93,14.10,2591,21.89,73.93
22.13,992.89,73.01,78.93,14.11,2591,21.86,73.88
22.11,992.89,73.01,78.92,14.10,2590,21.90,73.91
22.12,992.89,73.01,78.95,14.11,2591,21.89,73.94
22.11,992.89,73.01,78.94,14.11,2590,21.89,73.89
22.12,992.90,73.46,79.40,14.20,2587,21.90,73.91
22.12,992.90,73.57,79.45,14.18,2587,21.90,73.89
22.11,992.90,73.01,78.98,14.11,2585,21.90,73.88
22.12,992.90,73.01,78.94,14.11,2582,21.88,73.86
22.12,992.90,73.01,78.95,14.11,2581,21.91,73.87
22.13,992.90,73.01,78.94,14.11,2578,21.91,73.86
22.12,992.90,73.01,78.95,14.11,2577,21.89,73.85
22.12,992.90,73.01,78.95,14.11,2576,21.90,73.83
22.12,992.90,73.01,78.99,14.13,2576,21.89,73.87
22.13,992.90,73.46,79.42,14.20,2575,21.91,73.86
22.13,992.90,73.57,79.40,14.19,2575,21.88,73.85
22.12,992.90,73.01,79.11,14.14,2573,21.89,73.84
22.12,992.90,73.01,78.94,14.11,2572,21.89,73.83
22.12,992.90,73.01,78.93,14.11,2572,21.91,73.87
22.12,992.89,73.01,78.93,14.11,2572,21.87,73.81
22.12,992.89,73.01,78.93,14.11,2571,21.92,73.82
22.11,992.89,73.01,78.93,14.10,2571,21.89,73.81
22.12,992.89,73.01,78.91,14.10,2570,21.90,73.82
22.12,992.89,73.46,79.41,14.19,2571,21.89,73.81
22.11,992.89,73.46,79.40,14.20,2569,21.90,73.77
22.11,992.89,73.01,78.92,14.10,2569,21.85,73.80
22.11,992.89,73.01,78.93,14.11,2568,21.88,73.79
22.11,992.89,73.01,78.92,14.11,2568,21.89,73.80
22.12,992.88,73.01,78.74,14.07,2569,21.89,73.80
22.12,992.88,72.44,78.74,14.07,2568,21.89,73.80
22.11,992.88,72.44,78.73,14.07,2568,21.87,73.80
22.11,992.88,72.44,78.75,14.07,2568,21.89,73.83
22.12,992.88,72.89,79.12,14.15,2569,21.89,73.86
22.12,992.87,73.01,79.22,14.16,2569,21.88,73.84
22.10,992.87,72.55,78.77,14.08,2569,21.89,73.87
22.12,992.87,72.44,78.75,14.07,2569,21.89,73.88
22.11,992.86,72.44,78.74,14.07,2568,21.89,73.86
22.11,992.86,72.55,78.91,14.11,2569,21.88,73.87
22.11,992.86,73.01,78.92,14.11,2568,21.88,73.84
22.11,992.86,73.01,78.79,14.08,2569,21.88,73.83
22.11,992.86,72.67,78.92,14.11,2568,21.87,73.80
22.13,992.86,73.46,79.39,14.19,2569,21.89,73.81
22.12,992.86,73.46,79.38,14.18,2568,21.90,73.83
22.12,992.86,73.01,79.11,14.13,2569,21.88,73.79
22.10,992.85,73.01,78.92,14.10,2569,21.89,73.79
22.12,992.85,73.01,78.90,14.10,2568,21.88,73.75
22.11,992.85,73.01,78.90,14.10,2568,21.89,73.74
22.11,992.85,73.01,78.90,14.10,2568,21.89,73.73
22.11,992.85,73.01,78.91,14.10,2569,21.87,73.75
22.11,992.85,73.01,78.90,14.10,2569,21.89,73.69
22.12,992.85,73.46,79.41,14.18,2568,21.89,73.72
22.12,992.85,73.46,79.33,14.19,2567,21.87,73.73
22.10,992.85,73.01,78.88,14.09,2565,21.87,73.77
22.11,992.85,73.01,78.88,14.09,2565,21.86,73.73
22.11,992.85,72.89,78.88,14.09,2561,21.89,73.72
22.11,992.85,72.89,78.88,14.10,2560,21.87,73.73
22.11,992.85,73.01,78.88,14.09,2555,21.89,73.74
22.11,992.86,72.89,78.88,14.10,2556,21.87,73.71
22.10,992.86,73.01,78.89,14.10,2556,21.88,73.73
22.13,992.86,73.46,79.18,14.16,2554,21.87,73.74
22.12,992.86,73.46,79.36,14.18,2554,21.89,73.73
22.12,992.86,73.12,78.98,14.11,2554,21.88,73.71
22.11,992.86,73.01,78.88,14.10,2555,21.86,73.72
22.12,992.87,73.01,78.88,14.10,2555,21.88,73.67
22.11,992.87,73.01,78.89,14.09,2556,21.88,73.71
22.12,992.87,73.01,78.89,14.10,2556,21.88,73.72
22.11,992.87,73.01,78.89,14.10,2557,21.90,73.66
22.11,992.87,72.89,78.88,14.10,2557,21.89,73.70
22.13,992.88,73.46,79.37,14.18,2556,21.88,73.69
22.13,992.88,73.46,79.37,14.18,2556,21.89,73.71
22.12,992.88,73.12,79.19,14.15,2555,21.88,73.68
22.12,992.89,73.01,78.91,14.10,2554,21.89,73.67
22.11,992.89,73.01,78.96,14.11,2552,21.86,73.67
22.12,992.89,73.01,78.92,14.10,2553,21.86,73.66
22.11,992.89,73.01,78.91,14.10,2553,21.90,73.69
22.11,992.89,73.01,78.90,14.10,2552,21.90,73.72
22.11,992.90,73.01,78.92,14.10,2551,21.91,73.71
22.13,992.90,73.46,79.32,14.19,2552,21.88,73.71
22.12,992.90,73.46,79.38,14.20,2553,21.89,73.74
22.11,992.90,73.12,78.89,14.10,2554,21.88,73.71
22.12,992.90,73.01,78.91,14.10,2554,21.88,73.76
22.11,992.90,73.01,78.91,14.10,2555,21.89,73.75
22.12,992.91,73.01,78.90,14.10,2556,21.89,73.77
22.11,992.91,73.01,78.91,14.10,2556,21.86,73.72
22.11,992.91,73.01,78.90,14.10,2556,21.88,73.75
22.11,992.91,73.01,78.90,14.10,2557,21.87,73.75
22.12,992.91,73.46,79.16,14.14,2557,21.88,73.73
22.12,992.91,73.46,79.40,14.18,2557,21.87,73.74
22.11,992.91,73.12,79.08,14.12,2558,21.89,73.73
22.11,992.91,73.01,78.89,14.10,2559,21.89,73.74
22.11,992.91,73.01,78.90,14.10,2558,21.87,73.71
22.11,992.90,73.01,78.91,14.10,2558,21.88,73.72
22.11,992.91,73.01,78.91,14.10,2559,21.87,73.69
22.11,992.90,73.01,78.91,14.10,2558,21.88,73.68
22.11,992.90,73.01,78.92,14.10,2558,21.89,73.70
22.11,992.90,73.46,79.37,14.19,2558,21.88,73.67
22.11,992.90,73.46,79.37,14.19,2558,21.88,73.68
22.11,992.90,73.12,79.28,14.16,2557,21.88,73.65
22.11,992.90,73.01,78.90,14.10,2558,21.90,73.67
22.11,992.90,73.01,78.91,14.10,2558,21.91,73.72
22.11,992.89,73.01,79.11,14.13,2557,21.88,73.67
22.11,992.89,73.23,78.93,14.11,2557,21.86,73.69
22.11,992.89,73.01,78.92,14.11,2559,21.89,73.67
22.11,992.89,73.01,78.91,14.11,2558,21.88,73.71
22.11,992.89,73.46,79.26,14.18,2558,21.87,73.71
22.12,992.89,73.46,79.39,14.19,2558,21.88,73.70
22.10,992.89,73.23,78.97,14.11,2559,21.90,73.68
22.11,992.88,73.01,78.90,14.10,2558,21.88,73.67
22.10,992.88,73.01,78.91,14.10,2557,21.88,73.67
22.11,992.88,73.01,78.91,14.11,2558,21.86,73.62
22.11,992.88,73.01,78.92,14.10,2558,21.87,73.67
22.11,992.88,73.01,78.92,14.10,2559,21.88,73.63
22.11,992.88,73.01,78.91,14.10,2559,21.86,73.68
22.12,992.88,73.46,79.09,14.13,2559,21.88,73.63
22.11,992.88,73.46,79.40,14.18,2558,21.85,73.66
22.11,992.88,73.23,79.15,14.14,2558,21.88,73.68
22.10,992.88,73.01,78.91,14.10,2558,21.87,73.62
22.11,992.88,73.01,78.94,14.11,2561,21.88,73.60
22.11,992.88,73.01,78.91,14.10,2567,21.90,73.66
22.11,992.87,73.01,78.91,14.10,2566,21.87,73.59
22.10,992.88,73.01,78.90,14.10,2566,21.89,73.59
22.11,992.88,72.89,78.91,14.10,2566,21.88,73.59
